Kod,Powiat,Płeć,Rok,Ludność,Bezrobotni,Ludność_wiek_prod,Wynagrodzenie_przeciętne
2613000,Powiat włoszczowski,kobiety,2021,21825,748,11411,NA
2613000,Powiat włoszczowski,kobiety,2022,21642,656,11306,NA
2613000,Powiat włoszczowski,kobiety,2023,21557,589,11204,NA
2613000,Powiat włoszczowski,kobiety,2024,21391,588,11106,NA
2661000,Powiat m. Kielce,ogółem,2015,198046,9378,121015,3845.52
2661000,Powiat m. Kielce,ogółem,2016,197704,8326,118993,3920.24
2661000,Powiat m. Kielce,ogółem,2017,196804,6349,116763,4197.4
2661000,Powiat m. Kielce,ogółem,2018,195774,6024,114411,4493.16
2661000,Powiat m. Kielce,ogółem,2019,194852,5356,112459,4879.19
2661000,Powiat m. Kielce,ogółem,2020,187427,6092,107064,5218.61
2661000,Powiat m. Kielce,ogółem,2021,185478,5486,105234,5648.73
2661000,Powiat m. Kielce,ogółem,2022,183885,4480,103647,6185.4
2661000,Powiat m. Kielce,ogółem,2023,182295,4464,102003,7062.45
2661000,Powiat m. Kielce,ogółem,2024,180537,4301,100502,8213.37
2661000,Powiat m. Kielce,mężczyźni,2015,93004,4962,62650,NA
2661000,Powiat m. Kielce,mężczyźni,2016,92781,4336,61744,NA
2661000,Powiat m. Kielce,mężczyźni,2017,92363,3327,60735,NA
2661000,Powiat m. Kielce,mężczyźni,2018,91753,3128,59564,NA
2661000,Powiat m. Kielce,mężczyźni,2019,91271,2829,58618,NA
2661000,Powiat m. Kielce,mężczyźni,2020,87410,3288,55610,NA
2661000,Powiat m. Kielce,mężczyźni,2021,86367,2991,54576,NA
2661000,Powiat m. Kielce,mężczyźni,2022,85553,2379,53695,NA
2661000,Powiat m. Kielce,mężczyźni,2023,84747,2399,52814,NA
2661000,Powiat m. Kielce,mężczyźni,2024,83914,2389,51983,NA
2661000,Powiat m. Kielce,kobiety,2015,105042,4416,58365,NA
2661000,Powiat m. Kielce,kobiety,2016,104923,3990,57249,NA
2661000,Powiat m. Kielce,kobiety,2017,104441,3022,56028,NA
2661000,Powiat m. Kielce,kobiety,2018,104021,2896,54847,NA
2661000,Powiat m. Kielce,kobiety,2019,103581,2527,53841,NA
2661000,Powiat m. Kielce,kobiety,2020,100017,2804,51454,NA
2661000,Powiat m. Kielce,kobiety,2021,99111,2495,50658,NA
2661000,Powiat m. Kielce,kobiety,2022,98332,2101,49952,NA
2661000,Powiat m. Kielce,kobiety,2023,97548,2065,49189,NA
2661000,Powiat m. Kielce,kobiety,2024,96623,1912,48519,NA
2801000,Powiat bartoszycki,ogółem,2015,59378,5118,37930,3314.71
2801000,Powiat bartoszycki,ogółem,2016,58884,4966,37284,3449.7
2801000,Powiat bartoszycki,ogółem,2017,58435,4273,36649,3637.3
2801000,Powiat bartoszycki,ogółem,2018,57916,3849,35926,3779.51
2801000,Powiat bartoszycki,ogółem,2019,57231,3326,35156,4015.63
2801000,Powiat bartoszycki,ogółem,2020,54582,3348,32542,4589.11
2801000,Powiat bartoszycki,ogółem,2021,53830,3104,31909,4953.67
2801000,Powiat bartoszycki,ogółem,2022,53220,2956,31311,5411.23
2801000,Powiat bartoszycki,ogółem,2023,52674,2777,30716,6122.19
2801000,Powiat bartoszycki,ogółem,2024,52001,2577,30150,7306.21
2801000,Powiat bartoszycki,mężczyźni,2015,29000,2546,20375,NA
2801000,Powiat bartoszycki,mężczyźni,2016,28733,2415,20077,NA
2801000,Powiat bartoszycki,mężczyźni,2017,28474,2024,19792,NA
2801000,Powiat bartoszycki,mężczyźni,2018,28256,1775,19489,NA
2801000,Powiat bartoszycki,mężczyźni,2019,27946,1485,19128,NA
2801000,Powiat bartoszycki,mężczyźni,2020,26647,1498,17747,NA
2801000,Powiat bartoszycki,mężczyźni,2021,26284,1386,17434,NA
2801000,Powiat bartoszycki,mężczyźni,2022,25976,1365,17121,NA
2801000,Powiat bartoszycki,mężczyźni,2023,25678,1338,16744,NA
2801000,Powiat bartoszycki,mężczyźni,2024,25314,1230,16402,NA
2801000,Powiat bartoszycki,kobiety,2015,30378,2572,17555,NA
2801000,Powiat bartoszycki,kobiety,2016,30151,2551,17207,NA
2801000,Powiat bartoszycki,kobiety,2017,29961,2249,16857,NA
2801000,Powiat bartoszycki,kobiety,2018,29660,2074,16437,NA
2801000,Powiat bartoszycki,kobiety,2019,29285,1841,16028,NA
2801000,Powiat bartoszycki,kobiety,2020,27935,1850,14795,NA
2801000,Powiat bartoszycki,kobiety,2021,27546,1718,14475,NA
2801000,Powiat bartoszycki,kobiety,2022,27244,1591,14190,NA
2801000,Powiat bartoszycki,kobiety,2023,26996,1439,13972,NA
2801000,Powiat bartoszycki,kobiety,2024,26687,1347,13748,NA
2802000,Powiat braniewski,ogółem,2015,42208,3873,27549,3241.42
2802000,Powiat braniewski,ogółem,2016,41954,3535,27218,3352.72
2802000,Powiat braniewski,ogółem,2017,41675,3034,26810,3559.55
2802000,Powiat braniewski,ogółem,2018,41391,2863,26427,3713.26
2802000,Powiat braniewski,ogółem,2019,41034,2551,25893,4082.77
2802000,Powiat braniewski,ogółem,2020,38686,2499,23515,4460.29
2802000,Powiat braniewski,ogółem,2021,38234,2111,23102,4875.92
2802000,Powiat braniewski,ogółem,2022,37851,1910,22695,5368.32
2802000,Powiat braniewski,ogółem,2023,37281,1555,22206,6027.94
2802000,Powiat braniewski,ogółem,2024,36812,1565,21716,7161.1
2802000,Powiat braniewski,mężczyźni,2015,21076,1830,15051,NA
2802000,Powiat braniewski,mężczyźni,2016,20944,1627,14924,NA
2802000,Powiat braniewski,mężczyźni,2017,20792,1365,14723,NA
2802000,Powiat braniewski,mężczyźni,2018,20684,1259,14556,NA
2802000,Powiat braniewski,mężczyźni,2019,20491,1056,14286,NA
2802000,Powiat braniewski,mężczyźni,2020,19290,1079,13036,NA
2802000,Powiat braniewski,mężczyźni,2021,19065,863,12799,NA
2802000,Powiat braniewski,mężczyźni,2022,18833,885,12586,NA
2802000,Powiat braniewski,mężczyźni,2023,18547,719,12299,NA
2802000,Powiat braniewski,mężczyźni,2024,18329,751,12019,NA
2802000,Powiat braniewski,kobiety,2015,21132,2043,12498,NA
2802000,Powiat braniewski,kobiety,2016,21010,1908,12294,NA
2802000,Powiat braniewski,kobiety,2017,20883,1669,12087,NA
2802000,Powiat braniewski,kobiety,2018,20707,1604,11871,NA
2802000,Powiat braniewski,kobiety,2019,20543,1495,11607,NA
2802000,Powiat braniewski,kobiety,2020,19396,1420,10479,NA
2802000,Powiat braniewski,kobiety,2021,19169,1248,10303,NA
2802000,Powiat braniewski,kobiety,2022,19018,1025,10109,NA
2802000,Powiat braniewski,kobiety,2023,18734,836,9907,NA
2802000,Powiat braniewski,kobiety,2024,18483,814,9697,NA
2803000,Powiat działdowski,ogółem,2015,66113,5023,41892,3180.05
2803000,Powiat działdowski,ogółem,2016,66011,4629,41573,3302.85
2803000,Powiat działdowski,ogółem,2017,65772,4041,41096,3449.37
2803000,Powiat działdowski,ogółem,2018,65442,3665,40607,3698.59
2803000,Powiat działdowski,ogółem,2019,65139,3201,40120,3878.46
2803000,Powiat działdowski,ogółem,2020,62861,3181,37632,4145.8
2803000,Powiat działdowski,ogółem,2021,62296,2659,36938,4657.91
2803000,Powiat działdowski,ogółem,2022,61917,2826,36475,5273.63
2803000,Powiat działdowski,ogółem,2023,61416,2760,35984,6074.09
2803000,Powiat działdowski,ogółem,2024,61003,2685,35566,6837.7
2803000,Powiat działdowski,mężczyźni,2015,32503,2124,22328,NA
2803000,Powiat działdowski,mężczyźni,2016,32502,1847,22237,NA
2803000,Powiat działdowski,mężczyźni,2017,32369,1492,21989,NA
2803000,Powiat działdowski,mężczyźni,2018,32229,1221,21717,NA
2803000,Powiat działdowski,mężczyźni,2019,32091,1121,21511,NA
2803000,Powiat działdowski,mężczyźni,2020,30930,1213,20260,NA
2803000,Powiat działdowski,mężczyźni,2021,30654,1005,19934,NA
2803000,Powiat działdowski,mężczyźni,2022,30430,1139,19651,NA
2803000,Powiat działdowski,mężczyźni,2023,30204,1146,19395,NA
2803000,Powiat działdowski,mężczyźni,2024,30031,1136,19189,NA
2803000,Powiat działdowski,kobiety,2015,33610,2899,19564,NA
2803000,Powiat działdowski,kobiety,2016,33509,2782,19336,NA
2803000,Powiat działdowski,kobiety,2017,33403,2549,19107,NA
2803000,Powiat działdowski,kobiety,2018,33213,2444,18890,NA
2803000,Powiat działdowski,kobiety,2019,33048,2080,18609,NA
2803000,Powiat działdowski,kobiety,2020,31931,1968,17372,NA
2803000,Powiat działdowski,kobiety,2021,31642,1654,17004,NA
2803000,Powiat działdowski,kobiety,2022,31487,1687,16824,NA
2803000,Powiat działdowski,kobiety,2023,31212,1614,16589,NA
2803000,Powiat działdowski,kobiety,2024,30972,1549,16377,NA
2804000,Powiat elbląski,ogółem,2015,58220,4550,37356,3199.49
2804000,Powiat elbląski,ogółem,2016,58094,4127,37011,3323.73
2804000,Powiat elbląski,ogółem,2017,57955,3507,36676,3446.29
2804000,Powiat elbląski,ogółem,2018,57549,3183,36051,3735.95
2804000,Powiat elbląski,ogółem,2019,57211,2587,35540,3920.89
2804000,Powiat elbląski,ogółem,2020,55425,3096,33638,4268.29
2804000,Powiat elbląski,ogółem,2021,54968,2656,33174,4690.74
2804000,Powiat elbląski,ogółem,2022,54615,2446,32795,5206.08
2804000,Powiat elbląski,ogółem,2023,54142,2328,32377,5875
2804000,Powiat elbląski,ogółem,2024,53765,2280,31966,6911.87
2804000,Powiat elbląski,mężczyźni,2015,29110,2030,20298,NA
2804000,Powiat elbląski,mężczyźni,2016,29069,1777,20138,NA
2804000,Powiat elbląski,mężczyźni,2017,29027,1422,20006,NA
2804000,Powiat elbląski,mężczyźni,2018,28781,1251,19681,NA
2804000,Powiat elbląski,mężczyźni,2019,28676,1029,19451,NA
2804000,Powiat elbląski,mężczyźni,2020,27909,1332,18584,NA
2804000,Powiat elbląski,mężczyźni,2021,27625,1060,18307,NA
2804000,Powiat elbląski,mężczyźni,2022,27408,1016,18069,NA
2804000,Powiat elbląski,mężczyźni,2023,27215,1027,17882,NA
2804000,Powiat elbląski,mężczyźni,2024,26996,1040,17597,NA
2804000,Powiat elbląski,kobiety,2015,29110,2520,17058,NA
2804000,Powiat elbląski,kobiety,2016,29025,2350,16873,NA
2804000,Powiat elbląski,kobiety,2017,28928,2085,16670,NA
2804000,Powiat elbląski,kobiety,2018,28768,1932,16370,NA
2804000,Powiat elbląski,kobiety,2019,28535,1558,16089,NA
2804000,Powiat elbląski,kobiety,2020,27516,1764,15054,NA
2804000,Powiat elbląski,kobiety,2021,27343,1596,14867,NA
2804000,Powiat elbląski,kobiety,2022,27207,1430,14726,NA
2804000,Powiat elbląski,kobiety,2023,26927,1301,14495,NA
2804000,Powiat elbląski,kobiety,2024,26769,1240,14369,NA
2805000,Powiat ełcki,ogółem,2015,90080,5861,57860,3184.73
2805000,Powiat ełcki,ogółem,2016,90584,5286,57871,3286.44
2805000,Powiat ełcki,ogółem,2017,91022,4416,57549,3477.88
2805000,Powiat ełcki,ogółem,2018,91359,4012,57280,3693.95
2805000,Powiat ełcki,ogółem,2019,91560,3503,56794,4008.98
2805000,Powiat ełcki,ogółem,2020,89158,3977,54528,4364.74
2805000,Powiat ełcki,ogółem,2021,88771,3391,53736,4764.65
2805000,Powiat ełcki,ogółem,2022,88621,3295,53181,5238.03
2805000,Powiat ełcki,ogółem,2023,88343,3152,52643,6016.73
2805000,Powiat ełcki,ogółem,2024,87992,3088,52192,7105.41
2805000,Powiat ełcki,mężczyźni,2015,44286,3009,30798,NA
2805000,Powiat ełcki,mężczyźni,2016,44459,2583,30838,NA
2805000,Powiat ełcki,mężczyźni,2017,44731,2014,30766,NA
2805000,Powiat ełcki,mężczyźni,2018,44858,1766,30690,NA
2805000,Powiat ełcki,mężczyźni,2019,44996,1562,30527,NA
2805000,Powiat ełcki,mężczyźni,2020,43687,1850,29299,NA
2805000,Powiat ełcki,mężczyźni,2021,43468,1540,28867,NA
2805000,Powiat ełcki,mężczyźni,2022,43352,1585,28544,NA
2805000,Powiat ełcki,mężczyźni,2023,43172,1559,28229,NA
2805000,Powiat ełcki,mężczyźni,2024,42984,1548,27937,NA
2805000,Powiat ełcki,kobiety,2015,45794,2852,27062,NA
2805000,Powiat ełcki,kobiety,2016,46125,2703,27033,NA
2805000,Powiat ełcki,kobiety,2017,46291,2402,26783,NA
2805000,Powiat ełcki,kobiety,2018,46501,2246,26590,NA
2805000,Powiat ełcki,kobiety,2019,46564,1941,26267,NA
2805000,Powiat ełcki,kobiety,2020,45471,2127,25229,NA
2805000,Powiat ełcki,kobiety,2021,45303,1851,24869,NA
2805000,Powiat ełcki,kobiety,2022,45269,1710,24637,NA
2805000,Powiat ełcki,kobiety,2023,45171,1593,24414,NA
2805000,Powiat ełcki,kobiety,2024,45008,1540,24255,NA
2806000,Powiat giżycki,ogółem,2015,57286,2884,36381,3369.69
2806000,Powiat giżycki,ogółem,2016,57141,2532,35995,3446.45
2806000,Powiat giżycki,ogółem,2017,56922,1849,35487,3663.45
2806000,Powiat giżycki,ogółem,2018,56754,1577,35150,3901.14
2806000,Powiat giżycki,ogółem,2019,56565,1565,34571,4170.9
2806000,Powiat giżycki,ogółem,2020,54961,1905,32824,4515.13
2806000,Powiat giżycki,ogółem,2021,54409,1428,32274,4901.26
2806000,Powiat giżycki,ogółem,2022,54016,1468,31754,5498.08
2806000,Powiat giżycki,ogółem,2023,53736,1487,31293,6247.3
2806000,Powiat giżycki,ogółem,2024,53165,1487,30845,7290.83
2806000,Powiat giżycki,mężczyźni,2015,28066,1310,19600,NA
2806000,Powiat giżycki,mężczyźni,2016,27959,1109,19434,NA
2806000,Powiat giżycki,mężczyźni,2017,27845,769,19210,NA
2806000,Powiat giżycki,mężczyźni,2018,27758,648,19045,NA
2806000,Powiat giżycki,mężczyźni,2019,27629,657,18768,NA
2806000,Powiat giżycki,mężczyźni,2020,26823,868,17894,NA
2806000,Powiat giżycki,mężczyźni,2021,26537,618,17611,NA
2806000,Powiat giżycki,mężczyźni,2022,26363,677,17297,NA
2806000,Powiat giżycki,mężczyźni,2023,26249,717,17016,NA
2806000,Powiat giżycki,mężczyźni,2024,25979,750,16732,NA
2806000,Powiat giżycki,kobiety,2015,29220,1574,16781,NA
2806000,Powiat giżycki,kobiety,2016,29182,1423,16561,NA
2806000,Powiat giżycki,kobiety,2017,29077,1080,16277,NA
2806000,Powiat giżycki,kobiety,2018,28996,929,16105,NA
2806000,Powiat giżycki,kobiety,2019,28936,908,15803,NA
2806000,Powiat giżycki,kobiety,2020,28138,1037,14930,NA
2806000,Powiat giżycki,kobiety,2021,27872,810,14663,NA
2806000,Powiat giżycki,kobiety,2022,27653,791,14457,NA
2806000,Powiat giżycki,kobiety,2023,27487,770,14277,NA
2806000,Powiat giżycki,kobiety,2024,27186,737,14113,NA
2807000,Powiat iławski,ogółem,2015,92795,2492,58612,3172.7
2807000,Powiat iławski,ogółem,2016,92791,2042,58136,3307.79
2807000,Powiat iławski,ogółem,2017,92811,1670,57534,3455.52
2807000,Powiat iławski,ogółem,2018,93020,1699,57109,3648.02
2807000,Powiat iławski,ogółem,2019,92879,1541,56533,3892.75
2807000,Powiat iławski,ogółem,2020,91087,1732,54227,4219.71
2807000,Powiat iławski,ogółem,2021,90562,1351,53565,4557.38
2807000,Powiat iławski,ogółem,2022,90218,1438,53026,5080.82
2807000,Powiat iławski,ogółem,2023,89870,1411,52583,5813.96
2807000,Powiat iławski,ogółem,2024,89540,1359,52175,6772.05
2807000,Powiat iławski,mężczyźni,2015,45974,936,31473,NA
2807000,Powiat iławski,mężczyźni,2016,45997,785,31298,NA
2807000,Powiat iławski,mężczyźni,2017,45978,609,31057,NA
2807000,Powiat iławski,mężczyźni,2018,46047,664,30803,NA
2807000,Powiat iławski,mężczyźni,2019,46005,581,30544,NA
2807000,Powiat iławski,mężczyźni,2020,45023,682,29313,NA
2807000,Powiat iławski,mężczyźni,2021,44732,530,28926,NA
2807000,Powiat iławski,mężczyźni,2022,44556,603,28623,NA
2807000,Powiat iławski,mężczyźni,2023,44382,587,28318,NA
2807000,Powiat iławski,mężczyźni,2024,44141,533,27973,NA
2807000,Powiat iławski,kobiety,2015,46821,1556,27139,NA
2807000,Powiat iławski,kobiety,2016,46794,1257,26838,NA
2807000,Powiat iławski,kobiety,2017,46833,1061,26477,NA
2807000,Powiat iławski,kobiety,2018,46973,1035,26306,NA
2807000,Powiat iławski,kobiety,2019,46874,960,25989,NA
2807000,Powiat iławski,kobiety,2020,46064,1050,24914,NA
2807000,Powiat iławski,kobiety,2021,45830,821,24639,NA
2807000,Powiat iławski,kobiety,2022,45662,835,24403,NA
2807000,Powiat iławski,kobiety,2023,45488,824,24265,NA
2807000,Powiat iławski,kobiety,2024,45399,826,24202,NA
2808000,Powiat kętrzyński,ogółem,2015,64450,5475,41150,3165.43
2808000,Powiat kętrzyński,ogółem,2016,63969,4574,40405,3256.93
2808000,Powiat kętrzyński,ogółem,2017,63470,3461,39630,3467.16
2808000,Powiat kętrzyński,ogółem,2018,62924,3471,38960,3714.64
2808000,Powiat kętrzyński,ogółem,2019,62283,3375,38094,4039.89
2808000,Powiat kętrzyński,ogółem,2020,59331,3739,35170,4560.67
2808000,Powiat kętrzyński,ogółem,2021,58566,3217,34349,4881.27
2808000,Powiat kętrzyński,ogółem,2022,57792,3135,33520,5244.28
2808000,Powiat kętrzyński,ogółem,2023,57045,2778,32787,5812.87
2808000,Powiat kętrzyński,ogółem,2024,56262,2773,32075,7110.81
2808000,Powiat kętrzyński,mężczyźni,2015,31705,2864,22271,NA
2808000,Powiat kętrzyński,mężczyźni,2016,31441,2280,21948,NA
2808000,Powiat kętrzyński,mężczyźni,2017,31156,1695,21572,NA
2808000,Powiat kętrzyński,mężczyźni,2018,30833,1701,21265,NA
2808000,Powiat kętrzyński,mężczyźni,2019,30529,1582,20857,NA
2808000,Powiat kętrzyński,mężczyźni,2020,28964,1873,19291,NA
2808000,Powiat kętrzyński,mężczyźni,2021,28548,1519,18853,NA
2808000,Powiat kętrzyński,mężczyźni,2022,28137,1562,18382,NA
2808000,Powiat kętrzyński,mężczyźni,2023,27754,1386,17970,NA
2808000,Powiat kętrzyński,mężczyźni,2024,27374,1436,17628,NA
2808000,Powiat kętrzyński,kobiety,2015,32745,2611,18879,NA
2808000,Powiat kętrzyński,kobiety,2016,32528,2294,18457,NA
2808000,Powiat kętrzyński,kobiety,2017,32314,1766,18058,NA
2808000,Powiat kętrzyński,kobiety,2018,32091,1770,17695,NA
2808000,Powiat kętrzyński,kobiety,2019,31754,1793,17237,NA
2808000,Powiat kętrzyński,kobiety,2020,30367,1866,15879,NA
2808000,Powiat kętrzyński,kobiety,2021,30018,1698,15496,NA
2808000,Powiat kętrzyński,kobiety,2022,29655,1573,15138,NA
2808000,Powiat kętrzyński,kobiety,2023,29291,1392,14817,NA
2808000,Powiat kętrzyński,kobiety,2024,28888,1337,14447,NA
2809000,Powiat lidzbarski,ogółem,2015,42266,3174,26880,3248.95
2809000,Powiat lidzbarski,ogółem,2016,42039,2816,26509,3350.85
2809000,Powiat lidzbarski,ogółem,2017,41840,2297,26124,3445.72
2809000,Powiat lidzbarski,ogółem,2018,41512,1970,25713,3695.19
2809000,Powiat lidzbarski,ogółem,2019,41180,1709,25236,3947
2809000,Powiat lidzbarski,ogółem,2020,39328,1737,23466,4356.34
2809000,Powiat lidzbarski,ogółem,2021,38923,1476,23037,4700.72
2809000,Powiat lidzbarski,ogółem,2022,38539,1304,22657,5155.53
2809000,Powiat lidzbarski,ogółem,2023,38126,1243,22254,5937.86
2809000,Powiat lidzbarski,ogółem,2024,37756,1319,21912,7120.1
2809000,Powiat lidzbarski,mężczyźni,2015,20855,1547,14548,NA
2809000,Powiat lidzbarski,mężczyźni,2016,20728,1309,14333,NA
2809000,Powiat lidzbarski,mężczyźni,2017,20607,955,14154,NA
2809000,Powiat lidzbarski,mężczyźni,2018,20464,760,13954,NA
2809000,Powiat lidzbarski,mężczyźni,2019,20290,662,13715,NA
2809000,Powiat lidzbarski,mężczyźni,2020,19257,706,12821,NA
2809000,Powiat lidzbarski,mężczyźni,2021,19050,583,12562,NA
2809000,Powiat lidzbarski,mężczyźni,2022,18831,522,12370,NA
2809000,Powiat lidzbarski,mężczyźni,2023,18613,550,12119,NA
2809000,Powiat lidzbarski,mężczyźni,2024,18427,592,11924,NA
2809000,Powiat lidzbarski,kobiety,2015,21411,1627,12332,NA
2809000,Powiat lidzbarski,kobiety,2016,21311,1507,12176,NA
2809000,Powiat lidzbarski,kobiety,2017,21233,1342,11970,NA
2809000,Powiat lidzbarski,kobiety,2018,21048,1210,11759,NA
2809000,Powiat lidzbarski,kobiety,2019,20890,1047,11521,NA
2809000,Powiat lidzbarski,kobiety,2020,20071,1031,10645,NA
2809000,Powiat lidzbarski,kobiety,2021,19873,893,10475,NA
2809000,Powiat lidzbarski,kobiety,2022,19708,782,10287,NA
2809000,Powiat lidzbarski,kobiety,2023,19513,693,10135,NA
2809000,Powiat lidzbarski,kobiety,2024,19329,727,9988,NA
2810000,Powiat mrągowski,ogółem,2015,50696,3193,32820,3077.81
2810000,Powiat mrągowski,ogółem,2016,50507,2783,32460,3193.85
2810000,Powiat mrągowski,ogółem,2017,50381,2061,32090,3353.74
2810000,Powiat mrągowski,ogółem,2018,50080,1973,31588,3594.78
2810000,Powiat mrągowski,ogółem,2019,49762,1757,31022,3904.2
2810000,Powiat mrągowski,ogółem,2020,48860,1929,29808,4311
2810000,Powiat mrągowski,ogółem,2021,48324,1550,29212,4714.65
2810000,Powiat mrągowski,ogółem,2022,47861,1485,28752,5298.87
2810000,Powiat mrągowski,ogółem,2023,47472,1324,28371,5996.73
2810000,Powiat mrągowski,ogółem,2024,47074,1251,27912,7028.59
2810000,Powiat mrągowski,mężczyźni,2015,24891,1668,17506,NA
2810000,Powiat mrągowski,mężczyźni,2016,24750,1458,17353,NA
2810000,Powiat mrągowski,mężczyźni,2017,24680,1080,17216,NA
2810000,Powiat mrągowski,mężczyźni,2018,24520,1006,16987,NA
2810000,Powiat mrągowski,mężczyźni,2019,24388,884,16717,NA
2810000,Powiat mrągowski,mężczyźni,2020,23853,979,16012,NA
2810000,Powiat mrągowski,mężczyźni,2021,23566,816,15698,NA
2810000,Powiat mrągowski,mężczyźni,2022,23333,788,15457,NA
2810000,Powiat mrągowski,mężczyźni,2023,23130,711,15217,NA
2810000,Powiat mrągowski,mężczyźni,2024,22923,661,14951,NA
2810000,Powiat mrągowski,kobiety,2015,25805,1525,15314,NA
2810000,Powiat mrągowski,kobiety,2016,25757,1325,15107,NA
2810000,Powiat mrągowski,kobiety,2017,25701,981,14874,NA
2810000,Powiat mrągowski,kobiety,2018,25560,967,14601,NA
2810000,Powiat mrągowski,kobiety,2019,25374,873,14305,NA
2810000,Powiat mrągowski,kobiety,2020,25007,950,13796,NA
2810000,Powiat mrągowski,kobiety,2021,24758,734,13514,NA
2810000,Powiat mrągowski,kobiety,2022,24528,697,13295,NA
2810000,Powiat mrągowski,kobiety,2023,24342,613,13154,NA
2810000,Powiat mrągowski,kobiety,2024,24151,590,12961,NA
2811000,Powiat nidzicki,ogółem,2015,33658,1611,21503,3079.14
2811000,Powiat nidzicki,ogółem,2016,33432,1256,21187,3205.87
2811000,Powiat nidzicki,ogółem,2017,33239,940,20930,3334.8
2811000,Powiat nidzicki,ogółem,2018,33068,879,20641,3596.12
2811000,Powiat nidzicki,ogółem,2019,32857,720,20336,3853.58
2811000,Powiat nidzicki,ogółem,2020,31232,700,18824,4207.91
2811000,Powiat nidzicki,ogółem,2021,30907,581,18514,4657.75
2811000,Powiat nidzicki,ogółem,2022,30666,618,18322,5130.03
2811000,Powiat nidzicki,ogółem,2023,30460,655,18086,5748.08
2811000,Powiat nidzicki,ogółem,2024,30207,627,17818,6662.49
2811000,Powiat nidzicki,mężczyźni,2015,16740,698,11650,NA
2811000,Powiat nidzicki,mężczyźni,2016,16622,520,11523,NA
2811000,Powiat nidzicki,mężczyźni,2017,16532,358,11411,NA
2811000,Powiat nidzicki,mężczyźni,2018,16425,328,11251,NA
2811000,Powiat nidzicki,mężczyźni,2019,16314,286,11119,NA
2811000,Powiat nidzicki,mężczyźni,2020,15548,310,10362,NA
2811000,Powiat nidzicki,mężczyźni,2021,15370,245,10183,NA
2811000,Powiat nidzicki,mężczyźni,2022,15241,265,10054,NA
2811000,Powiat nidzicki,mężczyźni,2023,15154,292,9946,NA
2811000,Powiat nidzicki,mężczyźni,2024,14983,292,9790,NA
2811000,Powiat nidzicki,kobiety,2015,16918,913,9853,NA
2811000,Powiat nidzicki,kobiety,2016,16810,736,9664,NA
2811000,Powiat nidzicki,kobiety,2017,16707,582,9519,NA
2811000,Powiat nidzicki,kobiety,2018,16643,551,9390,NA
2811000,Powiat nidzicki,kobiety,2019,16543,434,9217,NA
2811000,Powiat nidzicki,kobiety,2020,15684,390,8462,NA
2811000,Powiat nidzicki,kobiety,2021,15537,336,8331,NA
2811000,Powiat nidzicki,kobiety,2022,15425,353,8268,NA
2811000,Powiat nidzicki,kobiety,2023,15306,363,8140,NA
2811000,Powiat nidzicki,kobiety,2024,15224,335,8028,NA
2812000,Powiat nowomiejski,ogółem,2015,44321,2340,27550,2878.1
2812000,Powiat nowomiejski,ogółem,2016,44166,1682,27394,3013.66
2812000,Powiat nowomiejski,ogółem,2017,44104,1342,27263,3221.93
2812000,Powiat nowomiejski,ogółem,2018,43997,1295,27029,3439.34
2812000,Powiat nowomiejski,ogółem,2019,43822,1243,26748,3732.36
2812000,Powiat nowomiejski,ogółem,2020,42816,1451,25363,3971.83
2812000,Powiat nowomiejski,ogółem,2021,42473,1543,25173,4342.17
2812000,Powiat nowomiejski,ogółem,2022,42209,1666,24880,4668.6
2812000,Powiat nowomiejski,ogółem,2023,41964,1560,24568,5242.25
2812000,Powiat nowomiejski,ogółem,2024,41726,1532,24446,6281.85
2812000,Powiat nowomiejski,mężczyźni,2015,22008,942,14836,NA
2812000,Powiat nowomiejski,mężczyźni,2016,21966,585,14758,NA
2812000,Powiat nowomiejski,mężczyźni,2017,21931,462,14703,NA
2812000,Powiat nowomiejski,mężczyźni,2018,21907,429,14635,NA
2812000,Powiat nowomiejski,mężczyźni,2019,21854,433,14529,NA
2812000,Powiat nowomiejski,mężczyźni,2020,21337,564,13801,NA
2812000,Powiat nowomiejski,mężczyźni,2021,21156,619,13664,NA
2812000,Powiat nowomiejski,mężczyźni,2022,21015,626,13496,NA
2812000,Powiat nowomiejski,mężczyźni,2023,20887,561,13303,NA
2812000,Powiat nowomiejski,mężczyźni,2024,20757,585,13213,NA
2812000,Powiat nowomiejski,kobiety,2015,22313,1398,12714,NA
2812000,Powiat nowomiejski,kobiety,2016,22200,1097,12636,NA
2812000,Powiat nowomiejski,kobiety,2017,22173,880,12560,NA
2812000,Powiat nowomiejski,kobiety,2018,22090,866,12394,NA
2812000,Powiat nowomiejski,kobiety,2019,21968,810,12219,NA
2812000,Powiat nowomiejski,kobiety,2020,21479,887,11562,NA
2812000,Powiat nowomiejski,kobiety,2021,21317,924,11509,NA
2812000,Powiat nowomiejski,kobiety,2022,21194,1040,11384,NA
2812000,Powiat nowomiejski,kobiety,2023,21077,999,11265,NA
2812000,Powiat nowomiejski,kobiety,2024,20969,947,11233,NA
2813000,Powiat olecki,ogółem,2015,34745,2501,21967,3357.05
2813000,Powiat olecki,ogółem,2016,34609,2206,21685,3430.34
2813000,Powiat olecki,ogółem,2017,34600,1913,21514,3647.08
2813000,Powiat olecki,ogółem,2018,34433,1572,21236,3877.74
2813000,Powiat olecki,ogółem,2019,34148,1273,20858,4143.9
