Kod,Powiat,Płeć,Rok,Ludność,Bezrobotni,Ludność_wiek_prod,Wynagrodzenie_przeciętne
1202000,Powiat brzeski,mężczyźni,2016,46056,1173,31195,NA
1202000,Powiat brzeski,mężczyźni,2017,46217,883,31226,NA
1202000,Powiat brzeski,mężczyźni,2018,46215,709,31057,NA
1202000,Powiat brzeski,mężczyźni,2019,46255,619,30893,NA
1202000,Powiat brzeski,mężczyźni,2020,45733,793,29889,NA
1202000,Powiat brzeski,mężczyźni,2021,45549,706,29703,NA
1202000,Powiat brzeski,mężczyźni,2022,45498,667,29522,NA
1202000,Powiat brzeski,mężczyźni,2023,45377,660,29329,NA
1202000,Powiat brzeski,mężczyźni,2024,45165,681,29107,NA
1202000,Powiat brzeski,kobiety,2015,46972,2081,27364,NA
1202000,Powiat brzeski,kobiety,2016,46945,1688,27293,NA
1202000,Powiat brzeski,kobiety,2017,46947,1454,27143,NA
1202000,Powiat brzeski,kobiety,2018,46991,1203,26962,NA
1202000,Powiat brzeski,kobiety,2019,46946,1074,26740,NA
1202000,Powiat brzeski,kobiety,2020,46564,1180,25895,NA
1202000,Powiat brzeski,kobiety,2021,46443,968,25714,NA
1202000,Powiat brzeski,kobiety,2022,46325,882,25541,NA
1202000,Powiat brzeski,kobiety,2023,46293,884,25444,NA
1202000,Powiat brzeski,kobiety,2024,46175,901,25285,NA
1203000,Powiat chrzanowski,ogółem,2015,126463,4851,79410,3554.03
1203000,Powiat chrzanowski,ogółem,2016,126054,4294,78348,3710.34
1203000,Powiat chrzanowski,ogółem,2017,125725,3553,77194,3878.27
1203000,Powiat chrzanowski,ogółem,2018,125385,3303,75976,4208.19
1203000,Powiat chrzanowski,ogółem,2019,124536,2663,74623,4595.24
1203000,Powiat chrzanowski,ogółem,2020,121759,3311,71528,4912.69
1203000,Powiat chrzanowski,ogółem,2021,120694,2838,70369,5321.95
1203000,Powiat chrzanowski,ogółem,2022,119719,2440,69270,6020.61
1203000,Powiat chrzanowski,ogółem,2023,118684,2339,68126,6898.73
1203000,Powiat chrzanowski,ogółem,2024,117756,2405,67180,7947.22
1203000,Powiat chrzanowski,mężczyźni,2015,61246,2277,42282,NA
1203000,Powiat chrzanowski,mężczyźni,2016,60984,1961,41815,NA
1203000,Powiat chrzanowski,mężczyźni,2017,60827,1523,41335,NA
1203000,Powiat chrzanowski,mężczyźni,2018,60694,1438,40757,NA
1203000,Powiat chrzanowski,mężczyźni,2019,60251,1175,40075,NA
1203000,Powiat chrzanowski,mężczyźni,2020,58759,1520,38397,NA
1203000,Powiat chrzanowski,mężczyźni,2021,58219,1280,37755,NA
1203000,Powiat chrzanowski,mężczyźni,2022,57747,1085,37139,NA
1203000,Powiat chrzanowski,mężczyźni,2023,57263,1041,36500,NA
1203000,Powiat chrzanowski,mężczyźni,2024,56761,1132,35961,NA
1203000,Powiat chrzanowski,kobiety,2015,65217,2574,37128,NA
1203000,Powiat chrzanowski,kobiety,2016,65070,2333,36533,NA
1203000,Powiat chrzanowski,kobiety,2017,64898,2030,35859,NA
1203000,Powiat chrzanowski,kobiety,2018,64691,1865,35219,NA
1203000,Powiat chrzanowski,kobiety,2019,64285,1488,34548,NA
1203000,Powiat chrzanowski,kobiety,2020,63000,1791,33131,NA
1203000,Powiat chrzanowski,kobiety,2021,62475,1558,32614,NA
1203000,Powiat chrzanowski,kobiety,2022,61972,1355,32131,NA
1203000,Powiat chrzanowski,kobiety,2023,61421,1298,31626,NA
1203000,Powiat chrzanowski,kobiety,2024,60995,1273,31219,NA
1204000,Powiat dąbrowski,ogółem,2015,59374,3850,38287,3245.29
1204000,Powiat dąbrowski,ogółem,2016,59342,3263,38214,3386.45
1204000,Powiat dąbrowski,ogółem,2017,59311,2820,37984,3652.45
1204000,Powiat dąbrowski,ogółem,2018,59350,2550,37850,3794.6
1204000,Powiat dąbrowski,ogółem,2019,59174,2368,37545,4085.83
1204000,Powiat dąbrowski,ogółem,2020,58294,2618,36013,4425.26
1204000,Powiat dąbrowski,ogółem,2021,57991,2114,35664,4807.5
1204000,Powiat dąbrowski,ogółem,2022,57809,2095,35412,5271.12
1204000,Powiat dąbrowski,ogółem,2023,57550,2281,35110,6065.58
1204000,Powiat dąbrowski,ogółem,2024,57253,2088,34667,7161.93
1204000,Powiat dąbrowski,mężczyźni,2015,29588,1869,20513,NA
1204000,Powiat dąbrowski,mężczyźni,2016,29600,1489,20485,NA
1204000,Powiat dąbrowski,mężczyźni,2017,29576,1245,20357,NA
1204000,Powiat dąbrowski,mężczyźni,2018,29599,1074,20298,NA
1204000,Powiat dąbrowski,mężczyźni,2019,29525,992,20144,NA
1204000,Powiat dąbrowski,mężczyźni,2020,28941,1207,19311,NA
1204000,Powiat dąbrowski,mężczyźni,2021,28795,887,19114,NA
1204000,Powiat dąbrowski,mężczyźni,2022,28676,923,18953,NA
1204000,Powiat dąbrowski,mężczyźni,2023,28557,1011,18809,NA
1204000,Powiat dąbrowski,mężczyźni,2024,28401,945,18545,NA
1204000,Powiat dąbrowski,kobiety,2015,29786,1981,17774,NA
1204000,Powiat dąbrowski,kobiety,2016,29742,1774,17729,NA
1204000,Powiat dąbrowski,kobiety,2017,29735,1575,17627,NA
1204000,Powiat dąbrowski,kobiety,2018,29751,1476,17552,NA
1204000,Powiat dąbrowski,kobiety,2019,29649,1376,17401,NA
1204000,Powiat dąbrowski,kobiety,2020,29353,1411,16702,NA
1204000,Powiat dąbrowski,kobiety,2021,29196,1227,16550,NA
1204000,Powiat dąbrowski,kobiety,2022,29133,1172,16459,NA
1204000,Powiat dąbrowski,kobiety,2023,28993,1270,16301,NA
1204000,Powiat dąbrowski,kobiety,2024,28852,1143,16122,NA
1205000,Powiat gorlicki,ogółem,2015,109140,5182,68057,3060.43
1205000,Powiat gorlicki,ogółem,2016,109049,3818,67661,3178.84
1205000,Powiat gorlicki,ogółem,2017,109076,2859,67306,3430
1205000,Powiat gorlicki,ogółem,2018,109104,2478,66899,3594.66
1205000,Powiat gorlicki,ogółem,2019,108886,2140,66188,3881.28
1205000,Powiat gorlicki,ogółem,2020,106921,2813,63305,4158.62
1205000,Powiat gorlicki,ogółem,2021,106278,2346,62632,4619.28
1205000,Powiat gorlicki,ogółem,2022,105782,2159,61981,5027.39
1205000,Powiat gorlicki,ogółem,2023,105322,2156,61381,5761.59
1205000,Powiat gorlicki,ogółem,2024,104592,2230,60741,6707.16
1205000,Powiat gorlicki,mężczyźni,2015,54054,2173,36572,NA
1205000,Powiat gorlicki,mężczyźni,2016,53940,1512,36371,NA
1205000,Powiat gorlicki,mężczyźni,2017,54025,1041,36266,NA
1205000,Powiat gorlicki,mężczyźni,2018,54057,832,36122,NA
1205000,Powiat gorlicki,mężczyźni,2019,53918,764,35774,NA
1205000,Powiat gorlicki,mężczyźni,2020,52864,1138,34235,NA
1205000,Powiat gorlicki,mężczyźni,2021,52553,951,33931,NA
1205000,Powiat gorlicki,mężczyźni,2022,52337,827,33564,NA
1205000,Powiat gorlicki,mężczyźni,2023,52056,845,33181,NA
1205000,Powiat gorlicki,mężczyźni,2024,51703,902,32844,NA
1205000,Powiat gorlicki,kobiety,2015,55086,3009,31485,NA
1205000,Powiat gorlicki,kobiety,2016,55109,2306,31290,NA
1205000,Powiat gorlicki,kobiety,2017,55051,1818,31040,NA
1205000,Powiat gorlicki,kobiety,2018,55047,1646,30777,NA
1205000,Powiat gorlicki,kobiety,2019,54968,1376,30414,NA
1205000,Powiat gorlicki,kobiety,2020,54057,1675,29070,NA
1205000,Powiat gorlicki,kobiety,2021,53725,1395,28701,NA
1205000,Powiat gorlicki,kobiety,2022,53445,1332,28417,NA
1205000,Powiat gorlicki,kobiety,2023,53266,1311,28200,NA
1205000,Powiat gorlicki,kobiety,2024,52889,1328,27897,NA
1206000,Powiat krakowski,ogółem,2015,270490,6531,169881,4204.13
1206000,Powiat krakowski,ogółem,2016,272591,5870,170022,4509.18
1206000,Powiat krakowski,ogółem,2017,274843,4954,170191,4858.15
1206000,Powiat krakowski,ogółem,2018,277145,4519,170177,5248.76
1206000,Powiat krakowski,ogółem,2019,279239,3942,170177,5514.71
1206000,Powiat krakowski,ogółem,2020,295640,5916,177073,5788.98
1206000,Powiat krakowski,ogółem,2021,298107,5592,177418,5562.32
1206000,Powiat krakowski,ogółem,2022,300289,4896,177818,6385.62
1206000,Powiat krakowski,ogółem,2023,302347,4649,178349,7252.41
1206000,Powiat krakowski,ogółem,2024,304278,4562,179191,8110.12
1206000,Powiat krakowski,mężczyźni,2015,132503,3167,89542,NA
1206000,Powiat krakowski,mężczyźni,2016,133454,2882,89585,NA
1206000,Powiat krakowski,mężczyźni,2017,134524,2359,89670,NA
